ID,Text,Address,Length
182,<04><0D><07>_<05><04><02><01>,$065700,11
183,_<04><05>,$065710,16
184,<0C><0D><0E><0F><0E><0D>,$065720,8
185,<14><01><21><31><14><01><22><32>,$065730,16
186,<14><01><24><34><14><01><25><35><14><01><26><36>,$065740,16
187,<14><01><27><37><0E>,$065750,7
188,<2D><2B><0E><2A><2C><2E><2C><04>,$065760,16
189,<0D><38><39><3A><3B><3C><3D><3E><3F><3E><3D><3C><3B><3A><39>,$065770,16
190,v<49>4<84><0A><42><80>PPTK,$065780,16
191,K5<84><42><50><36><6B>b<56><52><5B><6A>T<48><08><12>,$065790,16
192,0<24><20><15><04><25><8D><80>P<09><49><0A><2A>d<6D>&,$0657A0,16
193,<EA><52><56>c<D5><10>A<4A><4A><8A>Q<80>GI<33><41>,$0657B0,16
194,<D5>,$0657C0,2
195,OGY<42><56><14><14><10>0,$0657D0,10
196,P<EA><6F><F5><55><0E><F9><3C><F3><F8>t<E1><1F><07><FE><0F>,$0657E0,16
197,<F8><1C><F3><38><E7>,$0657F0,6
198,<F3><78><E7><F1><8F>p<3E><0F><FC><3C><F3><78>t,$065800,14
200,<E7><F1><8F>t<3E>,$065820,6
201,<1F><87><7E><0E><F9><1C><F3><78><E7><F1><8F>t<3E>,$065830,14
203,<25><D8><18><14><3C><5E><F8><61>s<89>A<E7><43><28><39><E3>,$065850,16
204,<13><30><0A><0A><46><24><22><04>3<2A>HcHs<0C>r,$065860,16
205,X<D9><6C><5E><5E><28><39>p<D3><08><6A><02><52><2A><28><05>,$065870,16
206,0<2B>GZGs<2C>5T<D7><6F><5F><5F>UG<38>,$065880,16
208,<D6>PA<27><43><7F><F0>5<DF>Ikr<FC><8A><78><D5>,$0658A0,16
209,<71>Q<63><D4><47><F0>Kv3<27><4E><1C><39><FD><1E><17>,$0658B0,16
210,<1E>R<3E><57><7E>R<F8><13><F0><2B><E0><57>q<1F><E7>x,$0658C0,16
211,3<25><4D>D<39>O<0F>1<1F>Q<3E><D5><FC>Q<F8>',$0658D0,16
212,<F1><7F><F0>,$0658E0,5
213,<1C>J<3C><47><7E><8B><FA><53><F6><FD><1E>,$0658F0,13
214,3<27><4B><1F><FC><FB><FE><FD><FE><1D><1E><E1>,$065900,14
215,<3F><E3><DC><E7>&<F8><FC><1C>,$065910,9
216,<77><F0><6F><60>F<FC><87><7B>th<E7>&<78><70><60>,$065920,16
218,V<F8><77><FC><7B>p<83><01>,$065940,9
219,<D7>t<39><01><FE>,$065950,6
221,<7B><1E><DF>tt<10><08><0E><F9><20><80><20><38><CF><F0><7E>,$065970,16
222,Dn<1E><79><62><E3><F8><F8><F3><72><4A><8D>,$065980,14
223,<80><1C><07><0C><30>v<F0><02>r<1F>F<39><5A><39><07><8F>,$065990,16
224,<2F><33><73>ue_<38><60><84>m<50><8C><07><8B><77>v,$0659A0,16
225,<CF><E7><64><D0><2C><2F><1F><E7><EE><80><86><31><29>,$0659B0,14
226,m<10><79>s,$0659C0,6
227,<6D>,$0659D0,4
228,2<6D><57><57><25><25>,$0659E0,12
230,<73><27>N<F8><F8><E3><1F><8E><8C><58><07>,$065A00,15
231,<77><1C>C<75><75>,$065A10,7
232,<8A><7B><2F>_,$065A20,6
233,<30><CF>,$065A30,4
234,d<02><FD>,$065A40,4
236,<20><DF>,$065A60,4
239,<CF><38><DF>,$065A90,4
240,<E7><1C><EF>,$065AA0,4
243,<FD>,$065AD0,2
245,<7F><CF><3F><F4><0F>,$065AF0,6
246,<F8><88><77><8F><FA><07><75><8E><8B><FC><7B><FC>,$065B00,14
248,<CE>x<FC><37><F8>,$065B20,6
249,<77><5D><E3>jp<81><7F>W<7F>V<70>,$065B30,14
251,<24><FD><42><FD><42><F7><F7><FB><EF><DF>ll<EF><14><EF>,$065B50,16
252,<14><1F><E2><FE><01><FB><7C><FD><42><FE><81><FE><81><FB><FB><FD>,$065B60,16
253,<87>l<7F><7F><FD><42><FD><42><FB><44><F7><48><CF><33>,$065B70,16
254,<84>l<48><DF><28>llll<FC><7B><F7><F7><FE><81><FE>,$065B80,16
255,<81>E<61><E0><1F>m<23><EF><14><EF><14><7F><7F>,$065B90,16
